"CRASH DATE","CRASH TIME","BOROUGH","ZIP CODE","LATITUDE","LONGITUDE","LOCATION","ON STREET NAME","CROSS STREET NAME","OFF STREET NAME","NUMBER OF PERSONS INJURED","NUMBER OF PERSONS KILLED","NUMBER OF PEDESTRIANS INJURED","NUMBER OF PEDESTRIANS KILLED","NUMBER OF CYCLIST INJURED","NUMBER OF CYCLIST KILLED","NUMBER OF MOTORIST INJURED","NUMBER OF MOTORIST KILLED","CONTRIBUTING FACTOR VEHICLE 1","CONTRIBUTING FACTOR VEHICLE 2","CONTRIBUTING FACTOR VEHICLE 3","CONTRIBUTING FACTOR VEHICLE 4","CONTRIBUTING FACTOR VEHICLE 5","COLLISION_ID","VEHICLE TYPE CODE 1","VEHICLE TYPE CODE 2","VEHICLE TYPE CODE 3","VEHICLE TYPE CODE 4","VEHICLE TYPE CODE 5"
2024-06-14,17:35:00,"BROOKLYN",11223,40.600082,-73.96591,"(40.600082, -73.96591)","OCEAN PARKWAY","AVENUE T",NA,1,0,0,0,1,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4732825,"Sedan","Bike",NA,NA,NA
2024-06-06,22:00:00,"BRONX",10462,40.840412,-73.85401,"(40.840412, -73.85401)",NA,NA,"1700      PURDY STREET",0,0,0,0,0,0,0,0,"Unspecified",NA,NA,NA,NA,4732587,"Sedan",NA,NA,NA,NA
2024-06-13,17:00:00,NA,NA,40.690994,-73.74531,"(40.690994, -73.74531)","120 AVENUE",NA,NA,2,0,0,0,0,0,2,0,"Unspecified","Unspecified","Unspecified",NA,NA,4732979,"Sedan","Station Wagon/Sport Utility Vehicle","Sedan",NA,NA
2024-06-13,19:50:00,"BROOKLYN",11214,40.59039,-73.99155,"(40.59039, -73.99155)","26 AVENUE","CROPSEY AVENUE",NA,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4732845,"Sedan","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-06-10,17:00:00,"QUEENS",11373,40.735634,-73.87602,"(40.735634, -73.87602)","55 AVENUE","QUEENS BOULEVARD",NA,1,0,0,0,0,0,0,0,"Following Too Closely","Unspecified",NA,NA,NA,4732610,"Station Wagon/Sport Utility Vehicle","E-Bike",NA,NA,NA
2024-06-13,12:47:00,NA,NA,40.735413,-73.91835,"(40.735413, -73.91835)","48 STREET","LAUREL HILL BOULEVARD",NA,1,0,0,0,1,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",NA,NA,NA,4732536,"Sedan","Bike",NA,NA,NA
2024-06-12,20:35:00,"BRONX",10463,40.884033,-73.89797,"(40.884033, -73.89797)","BAILEY AVENUE","WEST 238 STREET",NA,2,0,0,0,0,0,2,0,"Driver Inexperience","Unspecified",NA,NA,NA,4732719,"Station Wagon/Sport Utility Vehicle","Moped",NA,NA,NA
2024-06-12,17:40:00,"QUEENS",11362,40.767864,-73.73818,"(40.767864, -73.73818)","NORTHERN BOULEVARD","249 STREET",NA,1,0,0,0,0,0,1,0,"Turning Improperly","Unspecified",NA,NA,NA,4732279,"Motorcycle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-06-14,16:40:00,"QUEENS",11375,40.72201,-73.853485,"(40.72201, -73.853485)","BURNS STREET","YELLOWSTONE BOULEVARD",NA,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4733062,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-06-08,15:40:00,"MANHATTAN",10002,40.71431,-73.987175,"(40.71431, -73.987175)","CLINTON STREET","EAST BROADWAY",NA,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,4732793,"Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA
2024-06-13,07:40:00,"QUEENS",11423,40.718494,-73.76085,"(40.718494, -73.76085)","202 STREET","89 AVENUE",NA,3,0,0,0,0,0,3,0,"Driver Inexperience","Unspecified",NA,NA,NA,4732357,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-06-14,00:30:00,NA,NA,40.70403,-73.81711,"(40.70403, -73.81711)","HILLSIDE AVENUE","VANWYCK EXPRESSWAY",NA,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4732687,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-06-14,05:37:00,NA,NA,40.86157,-73.913185,"(40.86157, -73.913185)","MAJOR DEEGAN EXPRESSWAY",NA,NA,0,0,0,0,0,0,0,0,"Unspecified",NA,NA,NA,NA,4733124,"Sedan",NA,NA,NA,NA
2024-06-13,21:54:00,"BROOKLYN",11201,40.695026,-73.990814,"(40.695026, -73.990814)","CADMAN PLAZA WEST","JOHNSON STREET",NA,0,0,0,0,0,0,0,0,"Unspecified",NA,NA,NA,NA,4733003,"Sedan",NA,NA,NA,NA
2024-06-12,21:30:00,"BROOKLYN",11207,40.65626,-73.89574,"(40.65626, -73.89574)","DE WITT AVENUE","WILLIAMS AVENUE",NA,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4732901,"Sedan","Bus",NA,NA,NA
2024-06-09,04:07:00,"BROOKLYN",11204,40.611008,-73.98439,"(40.611008, -73.98439)","70 STREET","BAY PARKWAY",NA,1,0,0,0,0,0,1,0,"Following Too Closely","Unspecified",NA,NA,NA,4732819,"Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA
2024-06-14,12:56:00,"BRONX",10460,40.845818,-73.88414,"(40.845818, -73.88414)","EAST 180 STREET","CROTONA PARKWAY",NA,1,0,1,0,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4732856,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-04-03,19:40:00,"MANHATTAN",10019,40.763878,-73.98986,"(40.763878, -73.98986)",NA,NA,"425       WEST 50 STREET",0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",NA,NA,NA,4733329,"Taxi","Taxi",NA,NA,NA
2024-06-09,20:13:00,"BROOKLYN",11201,40.691303,-73.9844,"(40.691303, -73.9844)",NA,NA,"228       DUFFIELD STREET",1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",NA,NA,NA,4733159,"Sedan",NA,NA,NA,NA
2024-06-14,07:25:00,NA,NA,40.66546,-73.76389,"(40.66546, -73.76389)","181 STREET",NA,NA,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,4732948,"Bus","Taxi",NA,NA,NA
2024-06-11,19:32:00,"BROOKLYN",11208,40.679646,-73.865524,"(40.679646, -73.865524)",NA,NA,"467       ELDERTS LANE",0,0,0,0,0,0,0,0,"Turning Improperly","Unspecified",NA,NA,NA,4733220,"Sedan","Sedan",NA,NA,NA
2024-06-08,15:50:00,"STATEN ISLAND",10312,40.543724,-74.16357,"(40.543724, -74.16357)","AMBOY ROAD","PUTNAM STREET",NA,0,0,0,0,0,0,0,0,"Passing Too Closely","Passing or Lane Usage Improper",NA,NA,NA,4732814,"Pick-up Truck","E-Bike",NA,NA,NA
2024-06-12,15:00:00,NA,NA,40.72493,-73.99035,"(40.72493, -73.99035)","2 AVENUE",NA,NA,1,0,0,0,1,0,0,0,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,4732682,"Sedan","Bike",NA,NA,NA
2024-06-14,05:57:00,NA,NA,40.732033,-73.91893,"(40.732033, -73.91893)","LONG ISLAND EXPRESSWAY",NA,NA,3,0,0,0,0,0,3,0,"Driver Inattention/Distraction","Unsafe Lane Changing",NA,NA,NA,4732579,"Pick-up Truck","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-06-14,16:00:00,"MANHATTAN",10000,40.777225,-73.964165,"(40.777225, -73.964165)",NA,NA,"26        TRANSVERSE ROAD NUMBER TWO",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4732896,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-06-13,19:28:00,"QUEENS",11416,40.6872,-73.84245,"(40.6872, -73.84245)","101 STREET","97 AVENUE",NA,0,0,0,0,0,0,0,0,"Other Vehicular","Driver Inattention/Distraction","Unspecified",NA,NA,4733300,"Station Wagon/Sport Utility Vehicle","Sedan","Station Wagon/Sport Utility Vehicle",NA,NA
2024-05-24,17:03:00,"MANHATTAN",10036,40.758945,-73.98856,"(40.758945, -73.98856)",NA,NA,"711       8 AVENUE",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4732997,"Taxi","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-06-14,19:41:00,"MANHATTAN",10069,40.77393,-73.99201,"(40.77393, -73.99201)","RIVERSIDE BOULEVARD","WEST 61 STREET",NA,0,0,0,0,0,0,0,0,"Other Vehicular","Unspecified",NA,NA,NA,4733185,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-06-12,19:15:00,"QUEENS",11416,40.68994,-73.84254,"(40.68994, -73.84254)",NA,NA,"102-16    ATLANTIC AVENUE",0,0,0,0,0,0,0,0,"Unsafe Speed","Failure to Yield Right-of-Way",NA,NA,NA,4732675,"Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA
2024-06-09,04:38:00,"BRONX",10466,40.88503,-73.843155,"(40.88503, -73.843155)","EAST 229 STREET","SCHIEFELIN AVENUE",NA,1,0,0,0,0,0,1,0,"Traffic Control Disregarded","Unspecified","Unspecified","Unspecified",NA,4733107,"Sedan","Sedan","Sedan","Station Wagon/Sport Utility Vehicle",NA
2024-06-12,11:00:00,"BROOKLYN",11201,40.700733,-73.996,"(40.700733, -73.996)",NA,NA,"60        FURMAN STREET",0,0,0,0,0,0,0,0,"Unspecified",NA,NA,NA,NA,4732466,"Taxi",NA,NA,NA,NA
2024-06-13,11:45:00,"MANHATTAN",10003,40.73503,-73.99344,"(40.73503, -73.99344)",NA,NA,"11        EAST 13 STREET",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4733048,"Box Truck",NA,NA,NA,NA
2024-06-10,15:00:00,"QUEENS",11385,40.7122,-73.86208,"(40.7122, -73.86208)","COOPER AVENUE","METROPOLITAN AVENUE",NA,1,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",NA,NA,NA,4733245,"Flat Bed","E-Bike",NA,NA,NA
2024-06-13,23:35:00,NA,NA,40.711365,-73.97897,"(40.711365, -73.97897)","FDR DRIVE",NA,NA,1,0,1,0,0,0,0,0,"Unspecified",NA,NA,NA,NA,4732761,"Taxi",NA,NA,NA,NA
2024-06-12,03:09:00,"BROOKLYN",11203,40.641182,-73.944664,"(40.641182, -73.944664)","EAST 34 STREET","AVENUE D",NA,0,0,0,0,0,0,0,0,"Traffic Control Disregarded","Unspecified",NA,NA,NA,4732109,"Sedan","Sedan",NA,NA,NA
2024-06-13,05:50:00,"QUEENS",11422,40.66563,-73.73921,"(40.66563, -73.73921)","SUNRISE HIGHWAY","BROOKVILLE BOULEVARD",NA,1,0,0,0,0,0,1,0,"Turning Improperly","Unspecified",NA,NA,NA,4732521,"Sedan","Sedan",NA,NA,NA
2024-06-14,14:15:00,NA,NA,40.756535,-73.876076,"(40.756535, -73.876076)","NORTHERN BOULEVARD",NA,NA,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4732746,"PK","Sedan",NA,NA,NA
2024-06-12,19:00:00,NA,NA,40.667313,-73.73926,"(40.667313, -73.73926)","LAURELTON PARKWAY",NA,NA,2,0,0,0,0,0,2,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4732259,"Sedan","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-06-13,21:39:00,"BRONX",10463,40.87584,-73.90314,"(40.87584, -73.90314)","HEATH AVENUE","WEST 230 STREET",NA,2,0,0,0,0,0,2,0,"Unspecified","Unspecified",NA,NA,NA,4732714,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-06-13,13:06:00,NA,NA,40.58571,-73.91276,"(40.58571, -73.91276)","BELT PARKWAY",NA,NA,1,0,0,0,0,0,1,0,"Unsafe Speed","Unspecified",NA,NA,NA,4732491,"Sedan","Bus",NA,NA,NA
2024-06-13,08:42:00,"BROOKLYN",11223,40.601463,-73.97555,"(40.601463, -73.97555)","AVENUE S","WEST 3 STREET",NA,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",NA,NA,NA,4733025,"Sedan","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-06-13,09:05:00,NA,NA,40.60105,-73.9362,"(40.60105, -73.9362)","AVENUE U",NA,NA,1,0,0,0,1,0,0,0,"Following Too Closely","Unspecified",NA,NA,NA,4732445,"Station Wagon/Sport Utility Vehicle","Bike",NA,NA,NA
2024-06-11,15:42:00,"BROOKLYN",11212,40.66183,-73.92094,"(40.66183, -73.92094)",NA,NA,"214       ROCKAWAY PARKWAY",3,0,0,0,0,0,3,0,"Passing Too Closely","Following Too Closely","Unspecified",NA,NA,4733043,"Sedan","Sedan","Sedan",NA,NA
2024-06-12,00:00:00,"BRONX",10470,40.89624,-73.87242,"(40.89624, -73.87242)","EAST 233 STREET","ONEIDA AVENUE",NA,1,0,0,0,0,0,1,0,"Unsafe Lane Changing","Unspecified",NA,NA,NA,4732778,"Sedan",NA,NA,NA,NA
2024-05-14,15:40:00,NA,NA,40.80405,-73.91737,"(40.80405, -73.91737)","MAJOR DEEGAN EXPRESSWAY",NA,NA,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4732867,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-06-13,08:45:00,NA,NA,NA,NA,NA,"31 AVENUE","COLLEGE POINT BOULEVARD",NA,0,0,0,0,0,0,0,0,"Other Vehicular","Backing Unsafely",NA,NA,NA,4732390,"Box Truck","Box Truck",NA,NA,NA
2024-05-22,18:00:00,"MANHATTAN",10009,40.7231,-73.98568,"(40.7231, -73.98568)",NA,NA,"24        AVENUE A",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4732686,"Sedan","Bike",NA,NA,NA
2024-06-08,10:50:00,"MANHATTAN",10003,40.732754,-73.99004,"(40.732754, -73.99004)","EAST 12 STREET","4 AVENUE",NA,1,0,1,0,0,0,0,0,"Unspecified",NA,NA,NA,NA,4732829,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-06-12,23:06:00,"BROOKLYN",11213,40.66535,-73.93359,"(40.66535, -73.93359)",NA,NA,"719       CROWN STREET",0,0,0,0,0,0,0,0,"Aggressive Driving/Road Rage","Unspecified","Unspecified",NA,NA,4732614,"Sedan","Sedan","Station Wagon/Sport Utility Vehicle",NA,NA
2024-06-14,18:38:00,"BROOKLYN",11228,40.620304,-74.00743,"(40.620304, -74.00743)","BAY RIDGE PARKWAY","13 AVENUE",NA,1,0,0,0,0,0,1,0,"Unsafe Lane Changing","Unsafe Speed",NA,NA,NA,4732850,"Sedan","Motorcycle",NA,NA,NA
2024-06-12,11:47:00,"BRONX",10453,40.851044,-73.91488,"(40.851044, -73.91488)","UNIVERSITY AVENUE","MORTON PLACE",NA,1,0,1,0,0,0,0,0,"Accelerator Defective",NA,NA,NA,NA,4732421,"Box Truck",NA,NA,NA,NA
2024-06-14,01:05:00,"QUEENS",11428,40.72457,-73.73411,"(40.72457, -73.73411)","222 STREET","EDMORE AVENUE",NA,1,0,0,0,0,0,1,0,"Traffic Control Disregarded","Unspecified","Unspecified","Unspecified","Unspecified",4732582,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle"
2024-06-10,08:00:00,NA,NA,NA,NA,NA,"BAISLEY BOULEVARD","133 AVENUE",NA,0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",NA,NA,NA,4732697,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-06-12,09:05:00,"QUEENS",11356,40.783215,-73.84469,"(40.783215, -73.84469)",NA,NA,"123-18    18 AVENUE",2,0,0,0,0,0,0,0,"Traffic Control Disregarded","Unspecified",NA,NA,NA,4732303,"E-Bike","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-06-14,13:50:00,"QUEENS",11434,40.666695,-73.767136,"(40.666695, -73.767136)","SOUTH CONDUIT AVENUE","FARMERS BOULEVARD",NA,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4732951,"Dump","Sedan",NA,NA,NA
2024-06-09,00:00:00,NA,NA,40.796642,-73.96848,"(40.796642, -73.96848)","AMSTERDAM AVENUE",NA,NA,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4733324,"Garbage Tr","Sedan",NA,NA,NA
2024-06-12,18:29:00,"QUEENS",11413,40.666172,-73.76265,"(40.666172, -73.76265)","SOUTH CONDUIT AVENUE","182 STREET",NA,0,0,0,0,0,0,0,0,"Following Too Closely","Unspecified",NA,NA,NA,4732527,"Sedan","Sedan",NA,NA,NA
2024-06-03,01:45:00,"QUEENS",11355,40.754868,-73.82399,"(40.754868, -73.82399)","KISSENA BOULEVARD","ASH AVENUE",NA,1,0,0,0,1,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4732925,"Station Wagon/Sport Utility Vehicle","Bike",NA,NA,NA
2024-06-14,16:48:00,"BRONX",10458,NA,NA,NA,"Bedford Park Blvd","Decatur Avenue",NA,0,0,0,0,0,0,0,0,"Other Vehicular",NA,NA,NA,NA,4733128,"LIMO",NA,NA,NA,NA
2024-06-10,15:25:00,NA,NA,40.672062,-73.925255,"(40.672062, -73.925255)","PARK PLACE",NA,NA,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4733166,"Sedan","Sedan",NA,NA,NA
2024-06-13,11:34:00,"QUEENS",11373,40.73648,-73.874275,"(40.73648, -73.874275)","JUSTICE AVENUE","55 AVENUE",NA,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4732834,"Sedan","Carry All",NA,NA,NA
2024-06-11,09:30:00,"MANHATTAN",10065,40.76492,-73.966835,"(40.76492, -73.966835)",NA,NA,"124       EAST 63 STREET",0,0,0,0,0,0,0,0,"Unspecified",NA,NA,NA,NA,4733094,"Sedan",NA,NA,NA,NA
2024-06-14,13:50:00,"BROOKLYN",11207,40.67601,-73.88567,"(40.67601, -73.88567)","ASHFORD STREET","LIBERTY AVENUE",NA,0,0,0,0,0,0,0,0,"Other Vehicular","Other Vehicular",NA,NA,NA,4732908,"Station Wagon/Sport Utility Vehicle","Box Truck",NA,NA,NA
2024-06-14,10:30:00,NA,NA,40.660934,-73.983246,"(40.660934, -73.983246)","WINDSOR PLACE",NA,NA,2,0,0,0,0,0,2,0,"Traffic Control Disregarded","Unspecified","Unspecified",NA,NA,4733084,"Sedan","Sedan","Station Wagon/Sport Utility Vehicle",NA,NA
2024-06-14,21:15:00,"BROOKLYN",11228,40.621464,-74.006226,"(40.621464, -74.006226)","73 STREET","13 AVENUE",NA,1,0,1,0,0,0,0,0,"Unspecified",NA,NA,NA,NA,4732851,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-06-13,22:12:00,"BROOKLYN",11237,40.700123,-73.91632,"(40.700123, -73.91632)","BLEECKER STREET","IRVING AVENUE",NA,0,0,0,0,0,0,0,0,"Passing Too Closely","Passing Too Closely",NA,NA,NA,4733019,"Sedan","Sedan",NA,NA,NA
2024-06-14,03:20:00,NA,NA,40.67446,-73.95286,"(40.67446, -73.95286)","ROGERS AVENUE",NA,NA,2,0,0,0,0,0,2,0,"Passing or Lane Usage Improper","Unspecified","Unspecified","Unspecified","Unspecified",4733146,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","Sedan","Sedan"
2024-06-10,11:52:00,"MANHATTAN",10016,40.741577,-73.97604,"(40.741577, -73.97604)",NA,NA,"333       EAST 30 STREET",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4732939,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-06-12,15:00:00,NA,NA,40.843174,-73.91196,"(40.843174, -73.91196)","EAST MOUNT EDEN AVENUE",NA,NA,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4732565,"Ambulance","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-05-22,18:15:00,"BROOKLYN",11238,40.68187,-73.96348,"(40.68187, -73.96348)","LEFFERTS PLACE","SAINT JAMES PLACE",NA,0,0,0,0,0,0,0,0,"Alcohol Involvement","Unspecified","Unspecified",NA,NA,4733209,"Sedan","Station Wagon/Sport Utility Vehicle","Sedan",NA,NA
2024-06-12,08:30:00,NA,NA,40.65701,-73.92212,"(40.65701, -73.92212)","EAST 92 STREET",NA,NA,1,0,1,0,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4732356,"Sedan",NA,NA,NA,NA
2024-06-14,05:44:00,"STATEN ISLAND",10307,40.50965,-74.24795,"(40.50965, -74.24795)",NA,NA,"17        BENTLEY LANE",0,0,0,0,0,0,0,0,"Backing Unsafely","Unspecified",NA,NA,NA,4733057,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-06-13,11:00:00,"BROOKLYN",11231,40.684814,-73.999084,"(40.684814, -73.999084)","HENRY STREET","DE GRAW STREET",NA,1,0,0,0,1,0,0,0,"Traffic Control Disregarded","Unspecified",NA,NA,NA,4732751,"Station Wagon/Sport Utility Vehicle","Bike",NA,NA,NA
2024-06-04,15:00:00,"BRONX",10466,40.896137,-73.85248,"(40.896137, -73.85248)",NA,NA,"4332      BARNES AVENUE",0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",NA,NA,NA,4733103,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-06-14,21:30:00,"QUEENS",11370,40.760174,-73.89095,"(40.760174, -73.89095)",NA,NA,"30-19     77 STREET",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4733202,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-06-11,06:40:00,"BRONX",10471,40.905468,-73.90073,"(40.905468, -73.90073)","FIELDSTON ROAD","MOSHOLU AVENUE",NA,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4732887,"Flat Bed","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-06-13,01:25:00,"QUEENS",11419,40.68489,-73.82148,"(40.68489, -73.82148)","121 STREET","107 AVENUE",NA,1,0,0,0,1,0,0,0,"Traffic Control Disregarded","Unspecified",NA,NA,NA,4733286,"Sedan","Bike",NA,NA,NA
2024-06-13,20:49:00,"BRONX",10469,40.876476,-73.84608,"(40.876476, -73.84608)",NA,NA,"3371      EASTCHESTER ROAD",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4733111,"Sedan","Pick-up Truck",NA,NA,NA
2024-06-14,11:00:00,NA,NA,40.574158,-74.11669,"(40.574158, -74.11669)","NEW DORP PLAZA","NEW DORP LANE",NA,1,0,0,0,0,0,1,0,"Turning Improperly","Unspecified",NA,NA,NA,4732815,"Sedan","Sedan",NA,NA,NA
2024-06-13,02:25:00,"BROOKLYN",11207,40.6735,-73.88503,"(40.6735, -73.88503)","ASHFORD STREET","PITKIN AVENUE",NA,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4732495,"Sedan","Sedan",NA,NA,NA
2024-05-28,08:00:00,"QUEENS",11106,40.768463,-73.9355,"(40.768463, -73.9355)",NA,NA,"11-08     31 DRIVE",0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",NA,NA,NA,4733241,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-06-12,10:00:00,NA,NA,40.739166,-73.76362,"(40.739166, -73.76362)","73 AVENUE",NA,NA,1,0,0,0,0,0,1,0,"Unspecified","Unspecified",NA,NA,NA,4732146,"Sedan","Sedan",NA,NA,NA
2024-06-12,18:48:00,"BROOKLYN",11209,40.619976,-74.02369,"(40.619976, -74.02369)","86 STREET","GATLING PLACE",NA,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",NA,NA,NA,4732430,"Sedan","Box Truck",NA,NA,NA
2024-06-14,22:14:00,"BROOKLYN",11203,40.639793,-73.929115,"(40.639793, -73.929115)","UTICA AVENUE","FOSTER AVENUE",NA,3,0,0,0,0,0,3,0,"Traffic Control Device Improper/Non-Working","Traffic Control Device Improper/Non-Working",NA,NA,NA,4732985,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-06-12,08:39:00,"BRONX",10474,40.808815,-73.87215,"(40.808815, -73.87215)",NA,NA,"155       FOOD CENTER DRIVE",1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4732242,"Tractor Truck Diesel","Tractor Truck Diesel",NA,NA,NA
2024-06-14,10:54:00,"MANHATTAN",10035,40.80438,-73.93953,"(40.80438, -73.93953)","EAST 124 STREET","PARK AVENUE",NA,1,0,1,0,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4733367,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-06-13,12:15:00,"MANHATTAN",10027,40.80698,-73.95351,"(40.80698, -73.95351)","8 AVENUE","WEST 120 STREET",NA,1,0,0,0,1,0,0,0,"Other Vehicular","Traffic Control Disregarded",NA,NA,NA,4732729,"Bike","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-06-14,16:45:00,"BROOKLYN",11201,40.702286,-73.99446,"(40.702286, -73.99446)","EVERITT STREET","DOUGHTY STREET",NA,0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Other Vehicular",NA,NA,NA,4733038,"Station Wagon/Sport Utility Vehicle","Bus",NA,NA,NA
2024-06-13,07:43:00,"QUEENS",11369,40.75968,-73.864075,"(40.75968, -73.864075)","105 STREET","32 AVENUE",NA,2,0,0,0,0,0,2,0,"Unsafe Speed","Traffic Control Disregarded",NA,NA,NA,4732436,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-06-12,02:27:00,"MANHATTAN",10029,40.797943,-73.94003,"(40.797943, -73.94003)","EAST 116 STREET","3 AVENUE",NA,4,0,0,0,0,0,4,0,"Unspecified","Unspecified",NA,NA,NA,4732296,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-06-12,10:20:00,"BROOKLYN",11220,40.63068,-74.01098,"(40.63068, -74.01098)","66 STREET","9 AVENUE",NA,0,0,0,0,0,0,0,0,"Turning Improperly","Unspecified",NA,NA,NA,4732429,"Sedan",NA,NA,NA,NA
2024-06-10,09:55:00,"QUEENS",11435,40.68772,-73.79988,"(40.68772, -73.79988)","110 AVENUE","INWOOD STREET",NA,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4732701,"Station Wagon/Sport Utility Vehicle","Box Truck",NA,NA,NA
