"CRASH DATE","CRASH TIME","BOROUGH","ZIP CODE","LATITUDE","LONGITUDE","LOCATION","ON STREET NAME","CROSS STREET NAME","OFF STREET NAME","NUMBER OF PERSONS INJURED","NUMBER OF PERSONS KILLED","NUMBER OF PEDESTRIANS INJURED","NUMBER OF PEDESTRIANS KILLED","NUMBER OF CYCLIST INJURED","NUMBER OF CYCLIST KILLED","NUMBER OF MOTORIST INJURED","NUMBER OF MOTORIST KILLED","CONTRIBUTING FACTOR VEHICLE 1","CONTRIBUTING FACTOR VEHICLE 2","CONTRIBUTING FACTOR VEHICLE 3","CONTRIBUTING FACTOR VEHICLE 4","CONTRIBUTING FACTOR VEHICLE 5","COLLISION_ID","VEHICLE TYPE CODE 1","VEHICLE TYPE CODE 2","VEHICLE TYPE CODE 3","VEHICLE TYPE CODE 4","VEHICLE TYPE CODE 5"
2024-09-13,14:20:00,NA,NA,NA,NA,NA,"BRONX WHITESTONE BRIDGE",NA,NA,0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Failure to Yield Right-of-Way",NA,NA,NA,4761583,"Sedan","Pick-up Truck",NA,NA,NA
2024-10-05,12:40:00,NA,NA,40.64254,-73.87652,"(40.64254, -73.87652)","BELT PARKWAY",NA,NA,2,0,0,0,1,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4761266,"Bike","E-Bike",NA,NA,NA
2024-10-05,13:43:00,NA,NA,NA,NA,NA,"MENAHAN STREET",NA,NA,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4761112,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-10-04,06:05:00,NA,NA,NA,NA,NA,"WESTCHESTER SQUARE",NA,NA,1,0,1,0,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4761546,"Sedan",NA,NA,NA,NA
2024-09-21,01:32:00,NA,NA,40.747974,-73.75999,"(40.747974, -73.75999)","LONG ISLAND EXPRESSWAY",NA,NA,0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",NA,NA,NA,4757494,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-09-20,12:36:00,NA,NA,NA,NA,NA,"LONG ISLAND EXPRESSWAY","SPRINGFIELD BOULEVARD",NA,3,0,0,0,0,0,3,0,"Unspecified",NA,NA,NA,NA,4758163,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-09-21,10:27:00,NA,NA,NA,NA,NA,"GRAND CENTRAL PARKWAY","168 STREET",NA,2,0,0,0,0,0,2,0,"Driver Inattention/Distraction","Unsafe Lane Changing",NA,NA,NA,4757528,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-09-23,16:00:00,NA,NA,NA,NA,NA,"20 AVENUE",NA,NA,0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",NA,NA,NA,4758307,"Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA
2024-08-30,00:00:00,NA,NA,NA,NA,NA,"BRONX WHITESTONE BRIDGE",NA,NA,1,0,0,0,0,0,1,0,"Driver Inexperience","Unspecified",NA,NA,NA,4758805,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-09-28,11:43:00,NA,NA,NA,NA,NA,"DOUGLASTON PARKWAY","LONG ISLAND EXPRESSWAY",NA,4,0,0,0,0,0,4,0,"Unspecified","Unspecified",NA,NA,NA,4759303,"Tractor Truck Diesel","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-09-14,16:52:00,NA,NA,NA,NA,NA,NA,NA,"85        EAST DRIVE",2,0,0,0,0,0,2,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4758732,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-09-22,12:09:00,NA,NA,NA,NA,NA,"TRIBOROUGH BRIDGE",NA,NA,0,0,0,0,0,0,0,0,"Following Too Closely","Unspecified",NA,NA,NA,4758657,"subn","subn",NA,NA,NA
2024-09-22,14:37:00,NA,NA,NA,NA,NA,"FLUSHING AVENUE",NA,NA,1,0,0,0,1,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4758675,"Station Wagon/Sport Utility Vehicle","Bike",NA,NA,NA
2024-02-02,08:40:00,NA,NA,40.651268,-73.97181,"(40.651268, -73.97181)","PARK CIRCLE",NA,NA,0,0,0,0,0,0,0,0,"Unspecified",NA,NA,NA,NA,4699637,"Sedan",NA,NA,NA,NA
2024-04-27,21:00:00,"BRONX",10459,40.82476,-73.89388,"(40.82476, -73.89388)",NA,NA,"1036      FOX STREET",0,0,0,0,0,0,0,0,"Aggressive Driving/Road Rage",NA,NA,NA,NA,4721649,"Taxi",NA,NA,NA,NA
2024-05-01,21:40:00,NA,NA,40.82503,-73.93122,"(40.82503, -73.93122)","MAJOR DEEGAN EXPRESSWAY",NA,NA,0,0,0,0,0,0,0,0,"Unsafe Speed","Unspecified",NA,NA,NA,4721677,"Tanker","PICK-UP",NA,NA,NA
2024-09-23,23:33:00,NA,NA,40.699577,-73.868645,"(40.699577, -73.868645)","JACKIE ROBINSON PKWY",NA,NA,1,0,0,0,0,0,1,0,"Unspecified",NA,NA,NA,NA,4758829,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-10-05,10:56:00,NA,NA,NA,NA,NA,"DELONG STREET",NA,NA,1,0,0,0,0,0,1,0,"Failure to Yield Right-of-Way","Failure to Yield Right-of-Way",NA,NA,NA,4761109,"Sedan","Sedan",NA,NA,NA
2024-09-28,21:58:00,NA,NA,40.584366,-73.9271,"(40.584366, -73.9271)","BELT PARKWAY",NA,NA,0,0,0,0,0,0,0,0,"Unspecified",NA,NA,NA,NA,4759662,"Sedan",NA,NA,NA,NA
2024-09-26,08:30:00,NA,NA,NA,NA,NA,"SHEA STADIUM","NORTHERN BOULEVARD",NA,2,0,0,0,0,0,2,0,"Unspecified","Unspecified",NA,NA,NA,4759959,"Taxi","Sedan",NA,NA,NA
2024-09-05,12:01:00,NA,NA,NA,NA,NA,"NORTHERN BOULEVARD",NA,NA,0,0,0,0,0,0,0,0,"Aggressive Driving/Road Rage","Unspecified",NA,NA,NA,4761465,"Sedan","PK",NA,NA,NA
2024-04-30,15:38:00,NA,NA,NA,NA,NA,"TRIBOROUGH BRIDGE",NA,NA,0,0,0,0,0,0,0,0,"Reaction to Uninvolved Vehicle","Following Too Closely",NA,NA,NA,4721746,"4dsd","subn",NA,NA,NA
2024-09-29,07:24:00,NA,NA,40.61047,-74.11837,"(40.61047, -74.11837)","STATEN ISLAND EXPRESSWAY",NA,NA,0,0,0,0,0,0,0,0,"Pavement Slippery",NA,NA,NA,NA,4759966,"Sedan",NA,NA,NA,NA
2024-09-29,20:12:00,NA,NA,NA,NA,NA,"DYER AVENUE",NA,NA,1,0,1,0,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4760023,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-09-29,01:07:00,NA,NA,40.72545,-73.837776,"(40.72545, -73.837776)","GRAND CENTRAL PKWY",NA,NA,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4759525,"Sedan",NA,NA,NA,NA
2024-09-29,16:40:00,NA,NA,NA,NA,NA,NA,NA,"STATE STREET",0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",NA,NA,NA,4759531,"Box Truck","Sedan",NA,NA,NA
2024-09-29,20:07:00,NA,NA,NA,NA,NA,"EAST 12 STREET",NA,NA,0,0,0,0,0,0,0,0,"Backing Unsafely","Unspecified",NA,NA,NA,4759655,"Sedan",NA,NA,NA,NA
2024-10-08,18:40:00,"STATEN ISLAND",10309,NA,NA,NA,NA,NA,"165       Bricktown way",1,0,1,0,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4761974,"Sedan",NA,NA,NA,NA
2024-09-28,19:00:00,NA,NA,NA,NA,NA,"WEST 225 STREET",NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,4762491,NA,NA,NA,NA,NA
2024-09-29,00:30:00,NA,NA,NA,NA,NA,"NASSAU EXPRESSWAY",NA,NA,2,0,0,0,0,0,2,0,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,4759639,"Sedan","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-05-03,16:10:00,"STATEN ISLAND",10312,40.52782,-74.18882,"(40.52782, -74.18882)","HUGUENOT AVENUE","EYLANDT STREET",NA,1,0,0,0,0,0,1,0,"Unspecified","Unspecified",NA,NA,NA,4721851,"Sedan","Sedan",NA,NA,NA
2024-09-03,18:25:00,"BRONX",10463,40.881966,-73.90335,"(40.881966, -73.90335)",NA,NA,"218       WEST 234 STREET",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4760132,"Sedan","Sedan",NA,NA,NA
2024-09-29,10:30:00,NA,NA,NA,NA,NA,"MANHATTAN BR LOWER",NA,NA,2,0,0,0,0,0,2,0,"Pavement Slippery","Unspecified","Unspecified",NA,NA,4759752,"Taxi","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA
2024-09-29,14:20:00,NA,NA,NA,NA,NA,"IRVING AVENUE",NA,NA,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4760014,"Sedan",NA,NA,NA,NA
2024-09-28,19:13:00,NA,NA,NA,NA,NA,"VERRAZANO BRIDGE",NA,NA,0,0,0,0,0,0,0,0,"Unsafe Lane Changing","Unspecified",NA,NA,NA,4760100,"Bus","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-09-27,19:00:00,NA,NA,NA,NA,NA,"TRIBOROUGH BRIDGE",NA,NA,0,0,0,0,0,0,0,0,"Unspecified",NA,NA,NA,NA,4760001,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-09-29,05:28:00,NA,NA,NA,NA,NA,"BROOKLYN QUEENS EXPRESSWAY RAMP",NA,NA,2,0,0,0,0,0,2,0,"Unsafe Speed",NA,NA,NA,NA,4759606,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-09-29,09:30:00,NA,NA,40.714104,-73.95322,"(40.714104, -73.95322)","BROOKLYN QUEENS EXPRESSWAY",NA,NA,0,0,0,0,0,0,0,0,"Pavement Slippery",NA,NA,NA,NA,4760044,"Convertible",NA,NA,NA,NA
2024-10-06,11:20:00,NA,NA,NA,NA,NA,"VERRAZANO BRIDGE UPPER",NA,NA,1,0,0,0,0,0,1,0,"Following Too Closely","Following Too Closely","Unspecified",NA,NA,4762785,"Sedan","Sedan","Sedan",NA,NA
2024-10-07,19:30:00,NA,NA,40.68668,-73.95958,"(40.68668, -73.95958)","LEXINGTON AVENUE",NA,NA,0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",NA,NA,NA,4763285,"Sedan",NA,NA,NA,NA
2024-10-09,15:30:00,NA,NA,NA,NA,NA,"EAST 148 STREET",NA,NA,1,0,0,0,1,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4762341,"Bike","Sedan",NA,NA,NA
2024-10-09,11:40:00,NA,NA,NA,NA,NA,"WILLIAMSBURG STREET WEST",NA,NA,0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Following Too Closely",NA,NA,NA,4762226,"Sedan","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-10-09,09:58:00,NA,NA,40.73937,-73.79189,"(40.73937, -73.79189)","LONG ISLAND EXPRESSWAY",NA,NA,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4762112,"Sedan","Taxi",NA,NA,NA
2024-09-29,08:00:00,NA,NA,40.739933,-73.84579,"(40.739933, -73.84579)","LONG ISLAND EXPRESSWAY",NA,NA,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4760026,"Sedan","Sedan",NA,NA,NA
2024-09-17,08:00:00,NA,NA,NA,NA,NA,"GOWANUS RAMP",NA,NA,1,0,0,0,0,0,1,0,"Unspecified","Unspecified",NA,NA,NA,4760050,"Station Wagon/Sport Utility Vehicle","Pick-up Truck",NA,NA,NA
2024-11-09,23:00:00,"QUEENS",11429,40.71036,-73.72998,"(40.71036, -73.72998)","225 ST","104 AVE",NA,0,0,0,0,0,0,0,0,"Unsafe Speed","Unspecified",NA,NA,NA,4770890,"Sedan","Sedan",NA,NA,NA
2024-10-11,19:54:00,NA,NA,40.684,-73.95031,"(40.684, -73.95031)","PUTNAM AVENUE",NA,NA,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4763289,"Sedan","Sedan",NA,NA,NA
2024-10-05,23:20:00,"QUEENS",11106,40.75548,-73.92846,"(40.75548, -73.92846)",NA,NA,"36-08     33 STREET",1,0,1,0,0,0,0,0,"Unspecified",NA,NA,NA,NA,4763473,NA,NA,NA,NA,NA
2024-02-02,18:15:00,NA,NA,40.707077,-73.954025,"(40.707077, -73.954025)","BROADWAY",NA,NA,0,0,0,0,0,0,0,0,"Other Vehicular","Passing Too Closely",NA,NA,NA,4700033,"Sedan","Box Truck",NA,NA,NA
2024-05-03,16:30:00,NA,NA,NA,NA,NA,"BELT PARKWAY RAMP",NA,NA,2,0,0,0,0,0,2,0,"Unspecified",NA,NA,NA,NA,4722033,"Sedan",NA,NA,NA,NA
2024-02-02,03:30:00,NA,NA,NA,NA,NA,"BELT PARKWAY",NA,NA,0,0,0,0,0,0,0,0,"Pavement Slippery",NA,NA,NA,NA,4700094,"Sedan",NA,NA,NA,NA
2024-10-22,12:25:00,NA,NA,NA,NA,NA,"KISSENA BOULEVARD","HARDING EXPRESSWAY",NA,1,0,1,0,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4765612,"Sedan",NA,NA,NA,NA
2024-11-21,05:50:00,NA,NA,40.679234,-74.00397,"(40.679234, -74.00397)","GOWANUS RAMP",NA,NA,0,0,0,0,0,0,0,0,"Pavement Slippery",NA,NA,NA,NA,4773675,"Sedan",NA,NA,NA,NA
2024-09-24,12:45:00,NA,NA,NA,NA,NA,"14 ROAD",NA,NA,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",NA,NA,NA,4760310,"Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA
2024-10-02,05:55:00,"BRONX",10451,NA,NA,NA,"EXTERIOR STREET","EAST 138 STREET",NA,0,0,0,0,0,0,0,0,"Driver Inexperience","Unspecified",NA,NA,NA,4760620,"Sedan","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-10-03,12:00:00,NA,NA,NA,NA,NA,"CROTONA AVENUE",NA,NA,1,0,0,0,0,0,1,0,"Passing or Lane Usage Improper","Backing Unsafely",NA,NA,NA,4760699,"Station Wagon/Sport Utility Vehicle","Box Truck",NA,NA,NA
2024-10-03,14:15:00,NA,NA,NA,NA,NA,"WEST 16 STREET",NA,NA,0,0,0,0,0,0,0,0,"Driver Inexperience","Unspecified",NA,NA,NA,4761234,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-09-26,19:57:00,NA,NA,NA,NA,NA,"OCEAN PARKWAY",NA,NA,1,0,1,0,0,0,0,0,"Unspecified",NA,NA,NA,NA,4761455,"Sedan",NA,NA,NA,NA
2024-09-21,13:52:00,NA,NA,NA,NA,NA,NA,NA,"59        CENTER DRIVE",1,0,0,0,1,0,0,0,"Unsafe Speed",NA,NA,NA,NA,4757831,"Bike",NA,NA,NA,NA
2024-09-26,21:50:00,NA,NA,NA,NA,NA,"BROADWAY",NA,NA,0,0,0,0,0,0,0,0,"Traffic Control Disregarded","Unspecified","Unspecified",NA,NA,4761416,"Garbage or Refuse","Station Wagon/Sport Utility Vehicle","PK",NA,NA
2024-09-21,17:43:00,NA,NA,NA,NA,NA,"douglaston parkway","grand central parkway overpass",NA,0,1,0,0,0,0,0,1,"Unspecified","Unspecified",NA,NA,NA,4757575,"Garbage or Refuse","Garbage or Refuse",NA,NA,NA
2024-09-19,22:40:00,NA,NA,NA,NA,NA,"BROOKLYN QUEENS EXPRESSWAY RAMP",NA,NA,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4758041,"Sedan","Sedan",NA,NA,NA
2024-09-19,08:11:00,NA,NA,40.78029,-73.94386,"(40.78029, -73.94386)","FDR DRIVE",NA,NA,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified","Unspecified",NA,NA,4758031,"Station Wagon/Sport Utility Vehicle","Pick-up Truck","Station Wagon/Sport Utility Vehicle",NA,NA
2024-09-18,10:30:00,NA,NA,NA,NA,NA,"20 AVENUE",NA,NA,1,0,0,0,0,0,1,0,"Steering Failure",NA,NA,NA,NA,4758300,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-09-17,19:30:00,NA,NA,NA,NA,NA,"JEROME AVENUE",NA,NA,0,0,0,0,0,0,0,0,"Traffic Control Disregarded","Unspecified",NA,NA,NA,4758059,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-05-03,21:58:00,"QUEENS",11430,40.66615,-73.80575,"(40.66615, -73.80575)","134 STREET","SOUTH CONDUIT AVENUE",NA,1,0,1,0,0,0,0,0,"Unspecified",NA,NA,NA,NA,4722131,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-09-21,05:10:00,NA,NA,NA,NA,NA,"SAINT NICHOLAS PLACE",NA,NA,1,0,0,0,0,0,1,0,"Alcohol Involvement",NA,NA,NA,NA,4757652,"Sedan",NA,NA,NA,NA
2024-09-21,05:25:00,NA,NA,NA,NA,NA,"GOWANUS RAMP",NA,NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4757583,"Pick-up Truck",NA,NA,NA,NA
2024-09-21,20:15:00,NA,NA,NA,NA,NA,"BROADWAY",NA,NA,1,0,0,0,1,0,0,0,"Other Vehicular","Unsafe Lane Changing",NA,NA,NA,4757573,"Bike","Taxi",NA,NA,NA
2024-09-13,14:45:00,NA,NA,NA,NA,NA,"GRAND CONCOURSE",NA,NA,1,0,0,0,0,0,1,0,"Unspecified","Unspecified",NA,NA,NA,4758119,"Sedan","Tanker",NA,NA,NA
2024-09-20,13:55:00,NA,NA,NA,NA,NA,"LEFFERTS AVENUE",NA,NA,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Following Too Closely",NA,NA,NA,4758138,"Pick-up Truck","Taxi",NA,NA,NA
2024-09-20,20:14:00,NA,NA,NA,NA,NA,"FDR DRIVE",NA,NA,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",NA,NA,NA,4758082,"Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA
2024-05-01,15:35:00,"BROOKLYN",11236,40.642868,-73.917656,"(40.642868, -73.917656)",NA,NA,"412       EAST 83 STREET",0,0,0,0,0,0,0,0,"Backing Unsafely","Unspecified",NA,NA,NA,4721477,"Sedan","Sedan",NA,NA,NA
2024-09-20,19:27:00,NA,NA,NA,NA,NA,"MORRIS AVENUE",NA,NA,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4758074,"Sedan",NA,NA,NA,NA
2024-09-21,13:09:00,NA,NA,NA,NA,NA,"WILLIS AVE BRIDGE",NA,NA,1,0,0,0,0,0,1,0,"Following Too Closely","Following Too Closely","Unspecified",NA,NA,4758090,"Box Truck","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA
2024-09-20,13:45:00,NA,NA,NA,NA,NA,"QUEENS BOULEVARD","GRAND CENTRAL PARKWAY",NA,1,0,0,0,0,0,1,0,"Unspecified","Unspecified",NA,NA,NA,4758204,"Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA
2024-09-30,17:14:00,NA,NA,NA,NA,NA,NA,NA,"EAST 160 STREET",1,0,0,0,1,0,0,0,"Traffic Control Disregarded","Unspecified",NA,NA,NA,4760042,"Station Wagon/Sport Utility Vehicle","Bike",NA,NA,NA
2024-09-30,12:30:00,NA,NA,NA,NA,NA,"WINDSOR PLACE",NA,NA,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4760358,"Station Wagon/Sport Utility Vehicle","Dump",NA,NA,NA
2024-09-27,14:00:00,NA,NA,NA,NA,NA,"ALBANY AVENUE",NA,NA,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4760531,"Station Wagon/Sport Utility Vehicle","Moped",NA,NA,NA
2024-09-21,13:30:00,NA,NA,40.548573,-74.17932,"(40.548573, -74.17932)","KOREAN WAR VETS PARKWAY",NA,NA,2,0,0,0,0,0,2,0,"Following Too Closely","Unspecified","Unspecified",NA,NA,4758069,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","Sedan",NA,NA
2024-09-13,15:00:00,NA,NA,NA,NA,NA,"WEST 152 STREET",NA,NA,0,0,0,0,0,0,0,0,"Turning Improperly","Pedestrian/Bicyclist/Other Pedestrian Error/Confusion",NA,NA,NA,4758049,"E-Scooter","Carry All",NA,NA,NA
2024-01-31,00:08:00,"BROOKLYN",11210,40.638477,-73.94247,"(40.638477, -73.94247)",NA,NA,"1408      BROOKLYN AVENUE",1,0,0,0,0,0,1,0,"Unspecified",NA,NA,NA,NA,4700713,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-01-31,17:30:00,"BROOKLYN",11222,40.723484,-73.95165,"(40.723484, -73.95165)","BEDFORD AVENUE","LORIMER STREET",NA,0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",NA,NA,NA,4700684,"Sedan",NA,NA,NA,NA
2024-09-04,21:10:00,"MANHATTAN",10016,40.75117,-73.98129,"(40.75117, -73.98129)",NA,NA,"13        EAST 39 STREET",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4758294,"Sedan","Sedan",NA,NA,NA
2024-09-21,14:30:00,NA,NA,NA,NA,NA,NA,NA,"379       EAST 137 STREET",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4757841,"Taxi","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-09-17,00:10:00,NA,NA,NA,NA,NA,"EAST 180 STREET",NA,NA,1,0,0,0,0,0,1,0,"Traffic Control Disregarded","Unspecified",NA,NA,NA,4758303,"Taxi","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-09-21,17:35:00,NA,NA,NA,NA,NA,NA,NA,"61        CENTER DRIVE",0,0,0,0,0,0,0,0,"Driver Inexperience","Animals Action",NA,NA,NA,4757837,"Bike","HORSE CARR",NA,NA,NA
2024-09-17,20:00:00,NA,NA,NA,NA,NA,"NEW ENGLAND THRUWAY RAMP",NA,NA,0,0,0,0,0,0,0,0,"Driver Inexperience",NA,NA,NA,NA,4758130,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-09-20,16:46:00,NA,NA,NA,NA,NA,"BRONX WHITESTONE BRIDGE",NA,NA,1,0,0,0,0,0,1,0,"Following Too Closely","Unspecified","Unspecified",NA,NA,4758178,"Sedan","Sedan","Sedan",NA,NA
2024-09-21,11:41:00,NA,NA,NA,NA,NA,"CLEARVIEW EXPRESSWAY","53 AVENUE",NA,1,0,0,0,0,0,1,0,"Other Vehicular","Driver Inattention/Distraction",NA,NA,NA,4757554,"Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA
2024-09-21,05:15:00,"BRONX",10459,NA,NA,NA,"LONGFELLOW AVENUE","BRUCKNER BOULEVARD",NA,1,0,0,0,1,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4757719,"Bike",NA,NA,NA,NA
2024-05-02,21:16:00,"BROOKLYN",11235,40.59076,-73.96062,"(40.59076, -73.96062)",NA,NA,"2695      CONEY ISLAND AVENUE",1,0,1,0,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4721539,"Sedan",NA,NA,NA,NA
2024-05-01,02:20:00,"BRONX",10469,40.872158,-73.8501,"(40.872158, -73.8501)",NA,NA,"1266      EAST GUN HILL ROAD",1,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4721383,"E-Bike",NA,NA,NA,NA
2024-09-18,01:30:00,NA,NA,40.67505,-73.73322,"(40.67505, -73.73322)","LAURELTON PARKWAY",NA,NA,7,0,0,0,0,0,7,0,"Aggressive Driving/Road Rage","Unspecified","Unspecified","Unspecified","Unspecified",4758263,"Sedan","Sedan","Sedan","Sedan","Sedan"
2024-09-21,23:51:00,NA,NA,40.787685,-73.81528,"(40.787685, -73.81528)","CROSS ISLAND PARKWAY",NA,NA,0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",NA,NA,NA,4757606,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-09-30,08:00:00,NA,NA,40.753407,-73.852356,"(40.753407, -73.852356)","GRAND CENTRAL PKWY",NA,NA,1,0,0,0,0,0,1,0,"Unsafe Lane Changing","Unspecified",NA,NA,NA,4759961,"Convertible","Convertible",NA,NA,NA
2024-09-28,19:08:00,NA,NA,40.672886,-73.99922,"(40.672886, -73.99922)","BROOKLYN QUEENS EXPRESSWAY",NA,NA,0,0,0,0,0,0,0,0,"Unsafe Lane Changing","Unspecified",NA,NA,NA,4760474,"Sedan","Bulk Agriculture",NA,NA,NA
2024-09-29,19:55:00,NA,NA,40.668625,-73.738235,"(40.668625, -73.738235)","LAURELTON PARKWAY",NA,NA,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4760422,"Sedan",NA,NA,NA,NA
2024-09-28,17:20:00,NA,NA,NA,NA,NA,"PROSPECT EXPRESSWAY RAMP",NA,NA,1,0,0,0,0,0,1,0,"Failure to Yield Right-of-Way","Driver Inexperience",NA,NA,NA,4760354,"Station Wagon/Sport Utility Vehicle","Moped",NA,NA,NA
2024-09-30,10:06:00,NA,NA,NA,NA,NA,"39 AVENUE","CLEARVIEW EXPRESSWAY",NA,0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",NA,NA,NA,4759878,"Sedan","Sedan",NA,NA,NA
2024-09-20,14:30:00,NA,NA,NA,NA,NA,"EAST 166 STREET",NA,NA,1,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",NA,NA,NA,4760347,"Station Wagon/Sport Utility Vehicle","E-Bike",NA,NA,NA
2024-09-30,12:40:00,NA,NA,NA,NA,NA,"CHAMBERS STREET",NA,NA,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4759842,"Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA
2024-09-30,17:45:00,NA,NA,NA,NA,NA,"AVENUE K",NA,NA,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,4759903,"Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA
2024-09-21,00:00:00,NA,NA,40.66573,-73.75012,"(40.66573, -73.75012)","BELT PARKWAY",NA,NA,6,0,0,0,0,0,6,0,"Driver Inattention/Distraction","Unspecified","Unspecified","Unspecified","Unspecified",4757611,"Sedan","Sedan","Sedan","Station Wagon/Sport Utility Vehicle","Sedan"
2024-09-19,08:10:00,NA,NA,40.62103,-74.16894,"(40.62103, -74.16894)","STATEN ISLAND EXPRESSWAY",NA,NA,0,0,0,0,0,0,0,0,"Following Too Closely","Unspecified",NA,NA,NA,4758070,"Pick-up Truck","Sedan",NA,NA,NA
